id,local_image_path
hgss2-31,pokemon_images/hgss2-31.png
bw9-31,pokemon_images/bw9-31.png
ex1-25,pokemon_images/ex1-25.png
bw4-37,pokemon_images/bw4-37.png
gym1-33,pokemon_images/gym1-33.png
ecard2-5,pokemon_images/ecard2-5.png
sm10-27,pokemon_images/sm10-27.png
xy3-23,pokemon_images/xy3-23.png
xy5-33,pokemon_images/xy5-33.png
ex9-34,pokemon_images/ex9-34.png
neo4-32,pokemon_images/neo4-32.png
ex12-35,pokemon_images/ex12-35.png
sm4-25,pokemon_images/sm4-25.png
ex4-33,pokemon_images/ex4-33.png
dp5-26,pokemon_images/dp5-26.png
ex15-23,pokemon_images/ex15-23.png
pl1-34,pokemon_images/pl1-34.png
ex16-25,pokemon_images/ex16-25.png
bw7-35,pokemon_images/bw7-35.png
sm8-32,pokemon_images/sm8-32.png
hgss3-30,pokemon_images/hgss3-30.png
sm2-33,pokemon_images/sm2-33.png
ex7-32,pokemon_images/ex7-32.png
xy9-24,pokemon_images/xy9-24.png
dp6-26,pokemon_images/dp6-26.png
ex5-26,pokemon_images/ex5-26.png
neo1-27,pokemon_images/neo1-27.png
base2-25,pokemon_images/base2-25.png
bw5-27,pokemon_images/bw5-27.png
ex16-26,pokemon_images/ex16-26.png
ex13-32,pokemon_images/ex13-32.png
xy2-39,pokemon_images/xy2-39.png
xy5-34,pokemon_images/xy5-34.png
sm75-33,pokemon_images/sm75-33.png
base2-26,pokemon_images/base2-26.png
sm5-34,pokemon_images/sm5-34.png
swsh3-29,pokemon_images/swsh3-29.png
dp4-29,pokemon_images/dp4-29.png
bw11-37,pokemon_images/bw11-37.png
dp2-27,pokemon_images/dp2-27.png
dp3-38,pokemon_images/dp3-38.png
sm3-30,pokemon_images/sm3-30.png
sm2-34,pokemon_images/sm2-34.png
xy6-32,pokemon_images/xy6-32.png
sm11-27,pokemon_images/sm11-27.png
xy7-34,pokemon_images/xy7-34.png
ecard2-6,pokemon_images/ecard2-6.png
swsh1-34,pokemon_images/swsh1-34.png
xy9-25,pokemon_images/xy9-25.png
ex2-27,pokemon_images/ex2-27.png
sm6-29,pokemon_images/sm6-29.png
ex10-33,pokemon_images/ex10-33.png
ecard1-25,pokemon_images/ecard1-25.png
sma-SV27,pokemon_images/sma-SV27.png
sm1-33,pokemon_images/sm1-33.png
xy11-36,pokemon_images/xy11-36.png
smp-SM26,pokemon_images/smp-SM26.png
bw9-32,pokemon_images/bw9-32.png
swsh4-31,pokemon_images/swsh4-31.png
bw4-38,pokemon_images/bw4-38.png
xy10-33,pokemon_images/xy10-33.png
pl2-30,pokemon_images/pl2-30.png
base5-31,pokemon_images/base5-31.png
swshp-SWSH025,pokemon_images/swshp-SWSH025.png
mcd12-12,pokemon_images/mcd12-12.png
bw10-39,pokemon_images/bw10-39.png
pl3-31,pokemon_images/pl3-31.png
bw8-33,pokemon_images/bw8-33.png
xy1-34,pokemon_images/xy1-34.png
sm7-32,pokemon_images/sm7-32.png
dp5-27,pokemon_images/dp5-27.png
sm9-36,pokemon_images/sm9-36.png
hgss2-32,pokemon_images/hgss2-32.png
ex8-35,pokemon_images/ex8-35.png
swsh35-35,pokemon_images/swsh35-35.png
ex4-34,pokemon_images/ex4-34.png
ex12-36,pokemon_images/ex12-36.png
base3-36,pokemon_images/base3-36.png
hsp-HGSS24,pokemon_images/hsp-HGSS24.png
hgss1-38,pokemon_images/hgss1-38.png
neo1-28,pokemon_images/neo1-28.png
ex11-33,pokemon_images/ex11-33.png
ex3-33,pokemon_images/ex3-33.png
ex15-24,pokemon_images/ex15-24.png
pl1-35,pokemon_images/pl1-35.png
sm35-25,pokemon_images/sm35-25.png
base1-34,pokemon_images/base1-34.png
hgss3-31,pokemon_images/hgss3-31.png
ex14-32,pokemon_images/ex14-32.png
neo3-29,pokemon_images/neo3-29.png
bw2-27,pokemon_images/bw2-27.png
gym2-36,pokemon_images/gym2-36.png
np-25,pokemon_images/np-25.png
base4-35,pokemon_images/base4-35.png
xy3-24,pokemon_images/xy3-24.png
ex1-26,pokemon_images/ex1-26.png
swsh2-28,pokemon_images/swsh2-28.png
sm115-35,pokemon_images/sm115-35.png
neo2-26,pokemon_images/neo2-26.png
sm8-33,pokemon_images/sm8-33.png
bw6-37,pokemon_images/bw6-37.png
dp7-25,pokemon_images/dp7-25.png
dp6-27,pokemon_images/dp6-27.png
bw1-32,pokemon_images/bw1-32.png
gym1-34,pokemon_images/gym1-34.png
basep-30,pokemon_images/basep-30.png
sm4-26,pokemon_images/sm4-26.png
pl4-35,pokemon_images/pl4-35.png
ex9-35,pokemon_images/ex9-35.png
sm12-37,pokemon_images/sm12-37.png
xy8-29,pokemon_images/xy8-29.png
neo4-33,pokemon_images/neo4-33.png
xy0-27,pokemon_images/xy0-27.png
g1-22,pokemon_images/g1-22.png
dpp-DP34,pokemon_images/dpp-DP34.png
ecard3-H31,pokemon_images/ecard3-H31.png
bwp-BW23,pokemon_images/bwp-BW23.png
sm10-28,pokemon_images/sm10-28.png
bw3-29,pokemon_images/bw3-29.png
hgss4-36,pokemon_images/hgss4-36.png
ex5-27,pokemon_images/ex5-27.png
bw7-36,pokemon_images/bw7-36.png
col1-35,pokemon_images/col1-35.png
xyp-XY25,pokemon_images/xyp-XY25.png
dp1-35,pokemon_images/dp1-35.png
xy4-31,pokemon_images/xy4-31.png
ex6-30,pokemon_images/ex6-30.png
xy7-35,pokemon_images/xy7-35.png
sm8-34,pokemon_images/sm8-34.png
ex2-28,pokemon_images/ex2-28.png
bw2-28,pokemon_images/bw2-28.png
ex4-35,pokemon_images/ex4-35.png
swsh4-32,pokemon_images/swsh4-32.png
bw6-38,pokemon_images/bw6-38.png
xy10-34,pokemon_images/xy10-34.png
bw4-39,pokemon_images/bw4-39.png
basep-31,pokemon_images/basep-31.png
swsh2-29,pokemon_images/swsh2-29.png
bw9-33,pokemon_images/bw9-33.png
gym1-35,pokemon_images/gym1-35.png
dp6-28,pokemon_images/dp6-28.png
ecard3-H32,pokemon_images/ecard3-H32.png
xy1-35,pokemon_images/xy1-35.png
ex11-34,pokemon_images/ex11-34.png
xy3-25,pokemon_images/xy3-25.png
bw1-33,pokemon_images/bw1-33.png
base3-37,pokemon_images/base3-37.png
swsh35-36,pokemon_images/swsh35-36.png
bw11-38,pokemon_images/bw11-38.png
bw3-30,pokemon_images/bw3-30.png
sma-SV28,pokemon_images/sma-SV28.png
hgss3-32,pokemon_images/hgss3-32.png
ex13-33,pokemon_images/ex13-33.png
sm5-35,pokemon_images/sm5-35.png
sm12-38,pokemon_images/sm12-38.png
ex15-25,pokemon_images/ex15-25.png
sm2-35,pokemon_images/sm2-35.png
xy12-28,pokemon_images/xy12-28.png
sm4-27,pokemon_images/sm4-27.png
sm11-28,pokemon_images/sm11-28.png
sm7-33,pokemon_images/sm7-33.png
xy0-28,pokemon_images/xy0-28.png
xyp-XY26,pokemon_images/xyp-XY26.png
ex5-28,pokemon_images/ex5-28.png
sm75-34,pokemon_images/sm75-34.png
xy9-26,pokemon_images/xy9-26.png
xy8-30,pokemon_images/xy8-30.png
bw8-34,pokemon_images/bw8-34.png
base5-32,pokemon_images/base5-32.png
pl2-31,pokemon_images/pl2-31.png
dp5-28,pokemon_images/dp5-28.png
dp1-36,pokemon_images/dp1-36.png
ex6-31,pokemon_images/ex6-31.png
pl4-36,pokemon_images/pl4-36.png
sm35-26,pokemon_images/sm35-26.png
gym2-37,pokemon_images/gym2-37.png
sm1-34,pokemon_images/sm1-34.png
ex7-33,pokemon_images/ex7-33.png
dp2-28,pokemon_images/dp2-28.png
smp-SM27,pokemon_images/smp-SM27.png
bw7-37,pokemon_images/bw7-37.png
base1-35,pokemon_images/base1-35.png
hgss4-37,pokemon_images/hgss4-37.png
hgss2-33,pokemon_images/hgss2-33.png
ex16-27,pokemon_images/ex16-27.png
xy2-40,pokemon_images/xy2-40.png
neo2-27,pokemon_images/neo2-27.png
hsp-HGSS25,pokemon_images/hsp-HGSS25.png
neo4-34,pokemon_images/neo4-34.png
xy5-35,pokemon_images/xy5-35.png
col1-36,pokemon_images/col1-36.png
sm115-36,pokemon_images/sm115-36.png
swsh3-30,pokemon_images/swsh3-30.png
ecard1-26,pokemon_images/ecard1-26.png
ex10-34,pokemon_images/ex10-34.png
base4-36,pokemon_images/base4-36.png
bw5-28,pokemon_images/bw5-28.png
base6-30,pokemon_images/base6-30.png
bwp-BW24,pokemon_images/bwp-BW24.png
dpp-DP35,pokemon_images/dpp-DP35.png
xy4-32,pokemon_images/xy4-32.png
dp7-26,pokemon_images/dp7-26.png
swshp-SWSH026,pokemon_images/swshp-SWSH026.png
ex3-34,pokemon_images/ex3-34.png
sm6-30,pokemon_images/sm6-30.png
sm9-37,pokemon_images/sm9-37.png
ex14-33,pokemon_images/ex14-33.png
hgss1-39,pokemon_images/hgss1-39.png
xy6-33,pokemon_images/xy6-33.png
ex12-37,pokemon_images/ex12-37.png
swsh1-35,pokemon_images/swsh1-35.png
ecard2-7,pokemon_images/ecard2-7.png
g1-23,pokemon_images/g1-23.png
dp4-30,pokemon_images/dp4-30.png
dp3-39,pokemon_images/dp3-39.png
sm3-31,pokemon_images/sm3-31.png
pl3-32,pokemon_images/pl3-32.png
neo1-29,pokemon_images/neo1-29.png
sm35-27,pokemon_images/sm35-27.png
ex2-29,pokemon_images/ex2-29.png
dp1-37,pokemon_images/dp1-37.png
neo4-35,pokemon_images/neo4-35.png
bw9-34,pokemon_images/bw9-34.png
sm3-32,pokemon_images/sm3-32.png
sm75-35,pokemon_images/sm75-35.png
neo2-28,pokemon_images/neo2-28.png
ex9-36,pokemon_images/ex9-36.png
gym2-38,pokemon_images/gym2-38.png
dp6-29,pokemon_images/dp6-29.png
xy7-36,pokemon_images/xy7-36.png
sm115-37,pokemon_images/sm115-37.png
neo3-30,pokemon_images/neo3-30.png
ex10-35,pokemon_images/ex10-35.png
bw5-29,pokemon_images/bw5-29.png
ex16-28,pokemon_images/ex16-28.png
dp7-27,pokemon_images/dp7-27.png
xy1-36,pokemon_images/xy1-36.png
hgss3-33,pokemon_images/hgss3-33.png
swsh35-37,pokemon_images/swsh35-37.png
sm8-35,pokemon_images/sm8-35.png
ex5-29,pokemon_images/ex5-29.png
xy11-37,pokemon_images/xy11-37.png
hgss2-34,pokemon_images/hgss2-34.png
dp2-29,pokemon_images/dp2-29.png
ex11-35,pokemon_images/ex11-35.png
bw8-35,pokemon_images/bw8-35.png
swsh3-31,pokemon_images/swsh3-31.png
bw11-39,pokemon_images/bw11-39.png
hgss1-40,pokemon_images/hgss1-40.png
bw10-40,pokemon_images/bw10-40.png
base1-36,pokemon_images/base1-36.png
xy9-27,pokemon_images/xy9-27.png
bw1-34,pokemon_images/bw1-34.png
pl3-33,pokemon_images/pl3-33.png
base3-38,pokemon_images/base3-38.png
sm12-39,pokemon_images/sm12-39.png
hgss4-38,pokemon_images/hgss4-38.png
bw6-39,pokemon_images/bw6-39.png
ex13-34,pokemon_images/ex13-34.png
xy12-29,pokemon_images/xy12-29.png
xy6-34,pokemon_images/xy6-34.png
pl1-36,pokemon_images/pl1-36.png
sm2-36,pokemon_images/sm2-36.png
sm4-28,pokemon_images/sm4-28.png
ex8-36,pokemon_images/ex8-36.png
neo1-30,pokemon_images/neo1-30.png
swshp-SWSH027,pokemon_images/swshp-SWSH027.png
bw4-40,pokemon_images/bw4-40.png
xy5-36,pokemon_images/xy5-36.png
bw2-29,pokemon_images/bw2-29.png
base2-27,pokemon_images/base2-27.png
ex6-32,pokemon_images/ex6-32.png
basep-32,pokemon_images/basep-32.png
ex15-26,pokemon_images/ex15-26.png
ecard3-1,pokemon_images/ecard3-1.png
base6-31,pokemon_images/base6-31.png
sm6-31,pokemon_images/sm6-31.png
sm1-35,pokemon_images/sm1-35.png
swsh2-30,pokemon_images/swsh2-30.png
xy3-26,pokemon_images/xy3-26.png
sma-SV29,pokemon_images/sma-SV29.png
g1-24,pokemon_images/g1-24.png
dp4-31,pokemon_images/dp4-31.png
base5-33,pokemon_images/base5-33.png
dp3-40,pokemon_images/dp3-40.png
dp5-29,pokemon_images/dp5-29.png
bw7-38,pokemon_images/bw7-38.png
ex3-35,pokemon_images/ex3-35.png
ex7-34,pokemon_images/ex7-34.png
ecard2-8,pokemon_images/ecard2-8.png
xy0-29,pokemon_images/xy0-29.png
pl2-32,pokemon_images/pl2-32.png
smp-SM28,pokemon_images/smp-SM28.png
sm7-34,pokemon_images/sm7-34.png
sm11-29,pokemon_images/sm11-29.png
xy2-41,pokemon_images/xy2-41.png
pl4-37,pokemon_images/pl4-37.png
swsh1-36,pokemon_images/swsh1-36.png
gym1-36,pokemon_images/gym1-36.png
bw3-31,pokemon_images/bw3-31.png
sm5-36,pokemon_images/sm5-36.png
ex14-34,pokemon_images/ex14-34.png
xy10-35,pokemon_images/xy10-35.png
swsh4-33,pokemon_images/swsh4-33.png
ex12-38,pokemon_images/ex12-38.png
ecard1-27,pokemon_images/ecard1-27.png
ex4-36,pokemon_images/ex4-36.png
sm9-38,pokemon_images/sm9-38.png
xy8-31,pokemon_images/xy8-31.png
dp1-38,pokemon_images/dp1-38.png
hgss4-39,pokemon_images/hgss4-39.png
ecard1-28,pokemon_images/ecard1-28.png
gym1-37,pokemon_images/gym1-37.png
dp5-30,pokemon_images/dp5-30.png
sm11-30,pokemon_images/sm11-30.png
bw8-36,pokemon_images/bw8-36.png
sm7-35,pokemon_images/sm7-35.png
ex8-37,pokemon_images/ex8-37.png
base3-39,pokemon_images/base3-39.png
swsh4-34,pokemon_images/swsh4-34.png
sma-SV30,pokemon_images/sma-SV30.png
neo3-31,pokemon_images/neo3-31.png
dp7-28,pokemon_images/dp7-28.png
ecard3-2,pokemon_images/ecard3-2.png
xy8-32,pokemon_images/xy8-32.png
sm35-28,pokemon_images/sm35-28.png
xy7-37,pokemon_images/xy7-37.png
sm12-40,pokemon_images/sm12-40.png
bw11-40,pokemon_images/bw11-40.png
ex11-36,pokemon_images/ex11-36.png
g1-25,pokemon_images/g1-25.png
hgss1-41,pokemon_images/hgss1-41.png
sm3-33,pokemon_images/sm3-33.png
dpp-DP36,pokemon_images/dpp-DP36.png
pl4-38,pokemon_images/pl4-38.png
bw6-40,pokemon_images/bw6-40.png
dp2-30,pokemon_images/dp2-30.png
bw10-41,pokemon_images/bw10-41.png
hgss2-35,pokemon_images/hgss2-35.png
ex2-30,pokemon_images/ex2-30.png
base6-32,pokemon_images/base6-32.png
ex9-37,pokemon_images/ex9-37.png
swsh2-31,pokemon_images/swsh2-31.png
sm9-39,pokemon_images/sm9-39.png
dp4-32,pokemon_images/dp4-32.png
xy3-27,pokemon_images/xy3-27.png
swshp-SWSH028,pokemon_images/swshp-SWSH028.png
sm6-32,pokemon_images/sm6-32.png
xyp-XY28,pokemon_images/xyp-XY28.png
base5-34,pokemon_images/base5-34.png
xy2-42,pokemon_images/xy2-42.png
col1-37,pokemon_images/col1-37.png
bw4-41,pokemon_images/bw4-41.png
bw5-30,pokemon_images/bw5-30.png
ex3-36,pokemon_images/ex3-36.png
sm2-37,pokemon_images/sm2-37.png
sm8-36,pokemon_images/sm8-36.png
xy5-37,pokemon_images/xy5-37.png
sm10-29,pokemon_images/sm10-29.png
sm5-37,pokemon_images/sm5-37.png
bw3-32,pokemon_images/bw3-32.png
xy9-28,pokemon_images/xy9-28.png
bw7-39,pokemon_images/bw7-39.png
bwp-BW25,pokemon_images/bwp-BW25.png
base1-37,pokemon_images/base1-37.png
ex12-39,pokemon_images/ex12-39.png
xy4-33,pokemon_images/xy4-33.png
ecard2-9,pokemon_images/ecard2-9.png
dp3-41,pokemon_images/dp3-41.png
pl2-33,pokemon_images/pl2-33.png
pl3-34,pokemon_images/pl3-34.png
sm75-36,pokemon_images/sm75-36.png
ex5-30,pokemon_images/ex5-30.png
neo1-31,pokemon_images/neo1-31.png
ex7-35,pokemon_images/ex7-35.png
swsh1-37,pokemon_images/swsh1-37.png
basep-33,pokemon_images/basep-33.png
ex16-29,pokemon_images/ex16-29.png
pl1-37,pokemon_images/pl1-37.png
ex1-27,pokemon_images/ex1-27.png
bw9-35,pokemon_images/bw9-35.png
swsh35-38,pokemon_images/swsh35-38.png
hgss3-34,pokemon_images/hgss3-34.png
bw2-30,pokemon_images/bw2-30.png
ex10-36,pokemon_images/ex10-36.png
neo2-29,pokemon_images/neo2-29.png
sm115-38,pokemon_images/sm115-38.png
swsh3-32,pokemon_images/swsh3-32.png
xy11-38,pokemon_images/xy11-38.png
ex4-37,pokemon_images/ex4-37.png
xy12-30,pokemon_images/xy12-30.png
ex13-35,pokemon_images/ex13-35.png
gym2-39,pokemon_images/gym2-39.png
neo4-36,pokemon_images/neo4-36.png
dp6-30,pokemon_images/dp6-30.png
xy6-35,pokemon_images/xy6-35.png
ecard1-29,pokemon_images/ecard1-29.png
bw7-40,pokemon_images/bw7-40.png
hgss1-42,pokemon_images/hgss1-42.png
pl3-35,pokemon_images/pl3-35.png
smp-SM29,pokemon_images/smp-SM29.png
bw5-31,pokemon_images/bw5-31.png
swsh1-38,pokemon_images/swsh1-38.png
swsh3-33,pokemon_images/swsh3-33.png
base5-35,pokemon_images/base5-35.png
ecard3-3,pokemon_images/ecard3-3.png
bwp-BW26,pokemon_images/bwp-BW26.png
ex3-37,pokemon_images/ex3-37.png
bw3-33,pokemon_images/bw3-33.png
sm7-36,pokemon_images/sm7-36.png
col1-38,pokemon_images/col1-38.png
neo4-37,pokemon_images/neo4-37.png
ex11-37,pokemon_images/ex11-37.png
base4-37,pokemon_images/base4-37.png
hgss2-36,pokemon_images/hgss2-36.png
xy6-36,pokemon_images/xy6-36.png
ex9-38,pokemon_images/ex9-38.png
pl1-38,pokemon_images/pl1-38.png
pl4-39,pokemon_images/pl4-39.png
base2-28,pokemon_images/base2-28.png
neo3-32,pokemon_images/neo3-32.png
gym2-40,pokemon_images/gym2-40.png
xy5-38,pokemon_images/xy5-38.png
sm75-37,pokemon_images/sm75-37.png
xy3-28,pokemon_images/xy3-28.png
ex4-38,pokemon_images/ex4-38.png
sm10-30,pokemon_images/sm10-30.png
xy11-39,pokemon_images/xy11-39.png
sm35-29,pokemon_images/sm35-29.png
ex13-36,pokemon_images/ex13-36.png
sm3-34,pokemon_images/sm3-34.png
ex2-31,pokemon_images/ex2-31.png
gym1-38,pokemon_images/gym1-38.png
hgss3-35,pokemon_images/hgss3-35.png
dp6-31,pokemon_images/dp6-31.png
basep-34,pokemon_images/basep-34.png
xy0-30,pokemon_images/xy0-30.png
sm6-33,pokemon_images/sm6-33.png
xy1-37,pokemon_images/xy1-37.png
hgss4-40,pokemon_images/hgss4-40.png
np-29,pokemon_images/np-29.png
swsh35-39,pokemon_images/swsh35-39.png
sm1-36,pokemon_images/sm1-36.png
dp5-31,pokemon_images/dp5-31.png
bw1-35,pokemon_images/bw1-35.png
ex15-27,pokemon_images/ex15-27.png
ecard2-10,pokemon_images/ecard2-10.png
ex1-28,pokemon_images/ex1-28.png
dp2-31,pokemon_images/dp2-31.png
neo1-32,pokemon_images/neo1-32.png
bw4-42,pokemon_images/bw4-42.png
dp3-42,pokemon_images/dp3-42.png
bw9-36,pokemon_images/bw9-36.png
sm11-31,pokemon_images/sm11-31.png
sm115-39,pokemon_images/sm115-39.png
ex6-33,pokemon_images/ex6-33.png
ex16-30,pokemon_images/ex16-30.png
bw2-31,pokemon_images/bw2-31.png
ex12-40,pokemon_images/ex12-40.png
xy4-34,pokemon_images/xy4-34.png
dp7-29,pokemon_images/dp7-29.png
dp4-33,pokemon_images/dp4-33.png
ex14-35,pokemon_images/ex14-35.png
xy7-38,pokemon_images/xy7-38.png
ex8-38,pokemon_images/ex8-38.png
g1-26,pokemon_images/g1-26.png
xy2-43,pokemon_images/xy2-43.png
base1-38,pokemon_images/base1-38.png
xy10-36,pokemon_images/xy10-36.png
base3-40,pokemon_images/base3-40.png
xy9-29,pokemon_images/xy9-29.png
sm8-37,pokemon_images/sm8-37.png
bw8-37,pokemon_images/bw8-37.png
swshp-SWSH029,pokemon_images/swshp-SWSH029.png
bw11-41,pokemon_images/bw11-41.png
bw6-41,pokemon_images/bw6-41.png
sma-SV31,pokemon_images/sma-SV31.png
xy9-30,pokemon_images/xy9-30.png
ex13-37,pokemon_images/ex13-37.png
ex6-34,pokemon_images/ex6-34.png
np-30,pokemon_images/np-30.png
pl3-36,pokemon_images/pl3-36.png
dp5-32,pokemon_images/dp5-32.png
xy12-31,pokemon_images/xy12-31.png
hgss1-43,pokemon_images/hgss1-43.png
xy11-40,pokemon_images/xy11-40.png
smp-SM30,pokemon_images/smp-SM30.png
swsh4-35,pokemon_images/swsh4-35.png
base2-29,pokemon_images/base2-29.png
dp7-30,pokemon_images/dp7-30.png
ex9-39,pokemon_images/ex9-39.png
basep-35,pokemon_images/basep-35.png
sm7-37,pokemon_images/sm7-37.png
ex15-28,pokemon_images/ex15-28.png
ex4-39,pokemon_images/ex4-39.png
ex7-36,pokemon_images/ex7-36.png
ecard1-30,pokemon_images/ecard1-30.png
bw10-42,pokemon_images/bw10-42.png
dp6-32,pokemon_images/dp6-32.png
ecard2-11,pokemon_images/ecard2-11.png
base1-39,pokemon_images/base1-39.png
ex16-31,pokemon_images/ex16-31.png
swsh35-40,pokemon_images/swsh35-40.png
xy10-37,pokemon_images/xy10-37.png
ex3-38,pokemon_images/ex3-38.png
swsh3-34,pokemon_images/swsh3-34.png
bw4-43,pokemon_images/bw4-43.png
bw9-37,pokemon_images/bw9-37.png
bw3-34,pokemon_images/bw3-34.png
g1-27,pokemon_images/g1-27.png
dp2-32,pokemon_images/dp2-32.png
swshp-SWSH030,pokemon_images/swshp-SWSH030.png
dpp-DP37,pokemon_images/dpp-DP37.png
sm12-41,pokemon_images/sm12-41.png
bw11-42,pokemon_images/bw11-42.png
neo3-33,pokemon_images/neo3-33.png
dp1-39,pokemon_images/dp1-39.png
sm35-30,pokemon_images/sm35-30.png
ex14-36,pokemon_images/ex14-36.png
ecard3-4,pokemon_images/ecard3-4.png
pl4-40,pokemon_images/pl4-40.png
neo1-33,pokemon_images/neo1-33.png
gym1-39,pokemon_images/gym1-39.png
xy5-39,pokemon_images/xy5-39.png
pl2-34,pokemon_images/pl2-34.png
hgss2-37,pokemon_images/hgss2-37.png
hgss3-36,pokemon_images/hgss3-36.png
bw8-38,pokemon_images/bw8-38.png
sm8-38,pokemon_images/sm8-38.png
swsh2-32,pokemon_images/swsh2-32.png
xyp-XY29,pokemon_images/xyp-XY29.png
bwp-BW27,pokemon_images/bwp-BW27.png
ex12-41,pokemon_images/ex12-41.png
hgss4-41,pokemon_images/hgss4-41.png
swsh1-39,pokemon_images/swsh1-39.png
base6-33,pokemon_images/base6-33.png
sm11-32,pokemon_images/sm11-32.png
xy2-44,pokemon_images/xy2-44.png
sm3-35,pokemon_images/sm3-35.png
gym2-41,pokemon_images/gym2-41.png
sm4-29,pokemon_images/sm4-29.png
neo2-30,pokemon_images/neo2-30.png
ex5-31,pokemon_images/ex5-31.png
sm1-37,pokemon_images/sm1-37.png
np-31,pokemon_images/np-31.png
ex3-39,pokemon_images/ex3-39.png
dp6-33,pokemon_images/dp6-33.png
ex12-42,pokemon_images/ex12-42.png
xy11-41,pokemon_images/xy11-41.png
neo2-31,pokemon_images/neo2-31.png
neo3-34,pokemon_images/neo3-34.png
base1-40,pokemon_images/base1-40.png
swsh4-36,pokemon_images/swsh4-36.png
pl4-41,pokemon_images/pl4-41.png
base5-36,pokemon_images/base5-36.png
ex4-40,pokemon_images/ex4-40.png
dp4-34,pokemon_images/dp4-34.png
bw2-32,pokemon_images/bw2-32.png
ex10-37,pokemon_images/ex10-37.png
sm7-38,pokemon_images/sm7-38.png
sm6-34,pokemon_images/sm6-34.png
ex9-40,pokemon_images/ex9-40.png
sm4-30,pokemon_images/sm4-30.png
swsh1-40,pokemon_images/swsh1-40.png
swsh3-35,pokemon_images/swsh3-35.png
ecard3-5,pokemon_images/ecard3-5.png
dp7-31,pokemon_images/dp7-31.png
neo1-34,pokemon_images/neo1-34.png
bw5-32,pokemon_images/bw5-32.png
pl1-39,pokemon_images/pl1-39.png
dp1-40,pokemon_images/dp1-40.png
xy8-33,pokemon_images/xy8-33.png
swsh35-41,pokemon_images/swsh35-41.png
dpp-DP38,pokemon_images/dpp-DP38.png
xy3-29,pokemon_images/xy3-29.png
hgss2-38,pokemon_images/hgss2-38.png
base2-30,pokemon_images/base2-30.png
basep-36,pokemon_images/basep-36.png
xy0-31,pokemon_images/xy0-31.png
base4-38,pokemon_images/base4-38.png
bw1-36,pokemon_images/bw1-36.png
dp2-33,pokemon_images/dp2-33.png
pl2-35,pokemon_images/pl2-35.png
bw9-38,pokemon_images/bw9-38.png
base6-34,pokemon_images/base6-34.png
sm5-38,pokemon_images/sm5-38.png
xy10-38,pokemon_images/xy10-38.png
hgss3-37,pokemon_images/hgss3-37.png
smp-SM30a,pokemon_images/smp-SM30a.png
sm11-33,pokemon_images/sm11-33.png
ecard2-12,pokemon_images/ecard2-12.png
ex13-38,pokemon_images/ex13-38.png
sm9-40,pokemon_images/sm9-40.png
bw3-35,pokemon_images/bw3-35.png
ex5-32,pokemon_images/ex5-32.png
mcd11-1,pokemon_images/mcd11-1.png
swshp-SWSH031,pokemon_images/swshp-SWSH031.png
xy9-31,pokemon_images/xy9-31.png
hgss1-44,pokemon_images/hgss1-44.png
col1-39,pokemon_images/col1-39.png
xy1-38,pokemon_images/xy1-38.png
neo4-38,pokemon_images/neo4-38.png
swsh2-33,pokemon_images/swsh2-33.png
sm2-38,pokemon_images/sm2-38.png
dp5-33,pokemon_images/dp5-33.png
sm75-38,pokemon_images/sm75-38.png
ex6-35,pokemon_images/ex6-35.png
sma-SV32,pokemon_images/sma-SV32.png
ex7-37,pokemon_images/ex7-37.png
xy2-45,pokemon_images/xy2-45.png
xy7-39,pokemon_images/xy7-39.png
hgss4-42,pokemon_images/hgss4-42.png
bw8-39,pokemon_images/bw8-39.png
sm115-40,pokemon_images/sm115-40.png
bw10-43,pokemon_images/bw10-43.png
ex14-37,pokemon_images/ex14-37.png
bw7-41,pokemon_images/bw7-41.png
gym2-42,pokemon_images/gym2-42.png
base3-41,pokemon_images/base3-41.png
gym1-40,pokemon_images/gym1-40.png
ex15-29,pokemon_images/ex15-29.png
hgss2-39,pokemon_images/hgss2-39.png
hgss3-38,pokemon_images/hgss3-38.png
sm10-31,pokemon_images/sm10-31.png
ex9-41,pokemon_images/ex9-41.png
xy2-46,pokemon_images/xy2-46.png
dp3-43,pokemon_images/dp3-43.png
dp6-34,pokemon_images/dp6-34.png
col1-40,pokemon_images/col1-40.png
xy4-35,pokemon_images/xy4-35.png
ex7-38,pokemon_images/ex7-38.png
base5-37,pokemon_images/base5-37.png
neo3-35,pokemon_images/neo3-35.png
dp2-34,pokemon_images/dp2-34.png
bw9-39,pokemon_images/bw9-39.png
swsh2-34,pokemon_images/swsh2-34.png
bw2-33,pokemon_images/bw2-33.png
sm5-39,pokemon_images/sm5-39.png
swshp-SWSH032,pokemon_images/swshp-SWSH032.png
base1-41,pokemon_images/base1-41.png
sm115-41,pokemon_images/sm115-41.png
bw1-37,pokemon_images/bw1-37.png
swsh1-41,pokemon_images/swsh1-41.png
dp5-34,pokemon_images/dp5-34.png
dp4-35,pokemon_images/dp4-35.png
xy1-39,pokemon_images/xy1-39.png
xy6-37,pokemon_images/xy6-37.png
xy10-39,pokemon_images/xy10-39.png
bw6-42,pokemon_images/bw6-42.png
bw4-44,pokemon_images/bw4-44.png
sm11-34,pokemon_images/sm11-34.png
dpp-DP39,pokemon_images/dpp-DP39.png
sm12-42,pokemon_images/sm12-42.png
gym2-43,pokemon_images/gym2-43.png
xy12-33,pokemon_images/xy12-33.png
